Name,Price,Link,Img_url
" LG그램 17인치 15일 노트북렌탈 대여, WIN10, 16GB, 256GB, 화이트 ","59,900",https://www.coupang.com/vp/products/7891658887?itemId=21607399292&vendorItemId=88658816241,https://thumbnail8.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/c81c/6c5005b060c712ea67943974ddd30d8cf1045cfd4727e414c6ce630042dc.jpg
" LG전자 울트라PC 15인치 2023 최신 RAM 8GB SSD 256GB 윈도우11, 15UD40R-GX56K, WIN11 Home, 16GB, 512GB, 라이젠5, 화이트 ","769,000",https://www.coupang.com/vp/products/7704672281?itemId=21622597741&vendorItemId=88673641047,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/88f7/5898f70ed92eb7d9bd0d4e9ed04de4dc49173fc3ccb7e9ff1d3b747a329e.jpg
" 삼성노트북 6세대 코어i5 블랙 사무용 8GB 128GB NT371B5L, NT501R3M, 코어i3, WIN10 ","279,300",https://www.coupang.com/vp/products/7679648453?itemId=20508847294&vendorItemId=86364042646,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/d6c6/23cd0d5cab1ce5057d6bc96bcfb5c9bb09a12eec5b5a6161661114f9d04f.jpg
" MSI 2023 모던 14 라이젠5 라이젠 7000 시리즈, 매트블랙, 512GB, 8GB, Free DOS, MODERN 14 C7M-237XKR ","589,000",https://www.coupang.com/vp/products/7648407878?itemId=20343577592&vendorItemId=87428295010,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/2023/10/12/15/2/431f5c1d-52f7-4ae2-8a56-5c1a56e2569c.jpg
" 삼성 NT551EBE 8세대 i5 램8G SSD256 윈10 중고노트북, 코어i5, 256GB, 8GB, WIN10 ","329,000",https://www.coupang.com/vp/products/6545083239?itemId=17564518650&vendorItemId=88267274694,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/729a/26f1e79f2c8689be44aefcb7d9a168451d3c35c1af257abeb4a4f554b8d8.jpg
" 에이수스 2023 비보북 15 코어i3 인텔 12세대, 쿨 실버, 256GB, 16GB, Free DOS, X1504ZA-BQ387 ","452,050",https://www.coupang.com/vp/products/7614895040?itemId=20469774084&vendorItemId=87537341443,https://thumbnail6.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/784181816439133-26066361-6522-4ad4-bba5-b09aca3a0c24.jpg
" 삼성 노트북 NT200B5C-A i5 DDR3 8G SSD 128G 윈10, WIN10, 16GB, 128GB, 블랙 ","190,000",https://www.coupang.com/vp/products/7944366871?itemId=21898829242&vendorItemId=88946872374,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/08dc/2ca416f454a549431f3be2d13a1399ec57502fff0125000857466e4c573c.jpg
" 삼성 노트북 NT200B5C-A i5 DDR3 8G SSD 128G 윈10, WIN10, 16GB, 256GB, 블랙 ","220,000",https://www.coupang.com/vp/products/7944366871?itemId=21898829249&vendorItemId=88946872429,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/08dc/2ca416f454a549431f3be2d13a1399ec57502fff0125000857466e4c573c.jpg
" A급중고 삼성전자 노트북9 metal 초경량 NT901X5J인텔 7세대 i5 메모리 8GB 초고속 SSD 장착 15.6인치 FHD 윈도우10 설치, 미네랄 화이트, NT901X5J, 코어i5, 512GB, WIN10 Pro ","399,000",https://www.coupang.com/vp/products/7694779544?itemId=20586122178&vendorItemId=83443669922,https://thumbnail10.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/bfdd/5894f89e5a2848cd399a9c0700880389525985f498d53e94ea3331ae259d.jpg
" 삼성 LG HP 노트북 i5 가정 업무 게임 포토샵 주식용 Win10 무상1년 사은품, 실버/블랙, HP440G3, i5 6200, 240GB, 8GB ","246,000",https://www.coupang.com/vp/products/7527467832?itemId=21096939083&vendorItemId=88166484447,https://thumbnail9.coupangcdn.com/thumbnails/remote/700x700ex/image/vendor_inventory/ffc0/b7d592d602cc93e01b189ac67a7ee4be0de0a7bbf26ff6ee185c06e0df4b.jpg
" 베이직스 2023 베이직북S 10.1 셀러론, White, 128GB, 8GB, WIN11 Pro, BB1022FW ","398,000",https://www.coupang.com/vp/products/7250974223?itemId=18445032975&vendorItemId=85586013127,https://thumbnail7.coupangcdn.com/thumbnails/remote/700x700ex/image/retail/images/1711469613038219-5875d8df-2555-4fda-9157-83ffbb87e510.jpg
